mics,hemisphere,network,label,salience_border,t1_gradient1_SalVentAttn,quantile_idx
2107.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_6,False,-0.27563185409662627,
2107.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_6,False,-0.1356408581696712,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.07709278982424606,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.05486692480677835,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.14754851527857515,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.24630038578930658,
2106.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_5,False,-0.09633714700041862,
2106.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_5,False,0.0953932998223257,1.0
2106.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_5,True,-0.11722553440412598,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,True,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,True,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2036.0,RH,SomMot,7Networks_RH_SomMot_6,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2035.0,RH,SomMot,7Networks_RH_SomMot_5,False,,
2035.0,RH,SomMot,7Networks_RH_SomMot_5,False,,
2035.0,RH,SomMot,7Networks_RH_SomMot_5,True,,
2107.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_6,True,-0.11360875619458999,
2107.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_6,False,-0.10946773261392029,
2107.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_6,False,-0.12266893093566122,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.18171406045657668,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.15682097868730238,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.056604083307040254,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.06638011009425027,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.10329917716758197,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.2241014804706537,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.07600709911194514,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.0056863019896113975,
2106.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_5,True,-0.0844305184798626,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,True,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2035.0,RH,SomMot,7Networks_RH_SomMot_5,False,,
2035.0,RH,SomMot,7Networks_RH_SomMot_5,True,,
2107.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_6,True,-0.18811224900933354,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.01617057112345832,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.05798155003603278,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.009591413847069186,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.02106135278099841,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.11399468907016141,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.10658760711303106,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.1364000706106887,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.16565797275747118,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.04206402562250289,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.10193606505657515,
2106.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_5,False,-0.07891930842333217,
2106.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_5,True,-0.24007952983748948,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,True,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2146.0,RH,Cont,7Networks_RH_Cont_PFCl_6,False,,
2146.0,RH,Cont,7Networks_RH_Cont_PFCl_6,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2035.0,RH,SomMot,7Networks_RH_SomMot_5,True,,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,True,-0.25757146644811557,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.16799132033682407,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.03639999878558553,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.20044977459015123,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.25846328419441433,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,6.020124672367899e-05,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.10346138490820977,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.11380790245389938,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.15536707640565695,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.2766469710789641,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.03726091046709912,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.04151281466921608,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,True,-0.20043447038694362,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,True,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2146.0,RH,Cont,7Networks_RH_Cont_PFCl_6,False,,
2146.0,RH,Cont,7Networks_RH_Cont_PFCl_6,False,,
2146.0,RH,Cont,7Networks_RH_Cont_PFCl_6,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2035.0,RH,SomMot,7Networks_RH_SomMot_5,True,,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,True,-0.24089449990458,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.19995004635915192,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.022130358067983802,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.00736145944974842,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.20294567766083693,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.0933892333609001,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.10580815249374609,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.07107903593685339,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.03731720713242059,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.22191406125876423,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.07399939509051179,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.06413576408429389,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.10669300013479033,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,True,-0.4077372515457989,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,True,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,True,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,True,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,True,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,False,,
2146.0,RH,Cont,7Networks_RH_Cont_PFCl_6,False,,
2146.0,RH,Cont,7Networks_RH_Cont_PFCl_6,False,,
2146.0,RH,Cont,7Networks_RH_Cont_PFCl_6,False,,
2146.0,RH,Cont,7Networks_RH_Cont_PFCl_6,False,,
2146.0,RH,Cont,7Networks_RH_Cont_PFCl_6,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2144.0,RH,Cont,7Networks_RH_Cont_PFCl_4,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,False,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,True,,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,True,-0.12246433816279378,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.23375092252222707,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.067838394119217,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.13123495271051078,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.0819049550168367,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.002767902841059877,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.021074860212679347,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.16588801841691792,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.0727738738779351,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.09802018874900043,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.24863279284935058,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,-0.000708176519117476,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,False,0.06100640266009094,1.0
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,False,-0.3178169544713757,
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,True,-0.4542749215658458,
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,True,-0.46764887544109535,
