mics,hemisphere,network,label,network_int,salience_border,t1_gradient1_salience
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2196.0,RH,Default,7Networks_RH_Default_pCunPCC_5,1.0,1.0,
2194.0,RH,Default,7Networks_RH_Default_pCunPCC_3,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2196.0,RH,Default,7Networks_RH_Default_pCunPCC_5,1.0,1.0,
2196.0,RH,Default,7Networks_RH_Default_pCunPCC_5,1.0,1.0,
2196.0,RH,Default,7Networks_RH_Default_pCunPCC_5,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2192.0,RH,Default,7Networks_RH_Default_pCunPCC_1,1.0,1.0,
2196.0,RH,Default,7Networks_RH_Default_pCunPCC_5,1.0,1.0,
2196.0,RH,Default,7Networks_RH_Default_pCunPCC_5,1.0,1.0,
2196.0,RH,Default,7Networks_RH_Default_pCunPCC_5,1.0,1.0,
2196.0,RH,Default,7Networks_RH_Default_pCunPCC_5,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2196.0,RH,Default,7Networks_RH_Default_pCunPCC_5,1.0,1.0,
2196.0,RH,Default,7Networks_RH_Default_pCunPCC_5,1.0,1.0,
2196.0,RH,Default,7Networks_RH_Default_pCunPCC_5,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2196.0,RH,Default,7Networks_RH_Default_pCunPCC_5,1.0,1.0,
2196.0,RH,Default,7Networks_RH_Default_pCunPCC_5,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2196.0,RH,Default,7Networks_RH_Default_pCunPCC_5,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2195.0,RH,Default,7Networks_RH_Default_pCunPCC_4,1.0,1.0,
2129.0,RH,Limbic,7Networks_RH_Limbic_TempPole_5,3.0,1.0,
2129.0,RH,Limbic,7Networks_RH_Limbic_TempPole_5,3.0,1.0,
2129.0,RH,Limbic,7Networks_RH_Limbic_TempPole_5,3.0,1.0,
2129.0,RH,Limbic,7Networks_RH_Limbic_TempPole_5,3.0,1.0,
2129.0,RH,Limbic,7Networks_RH_Limbic_TempPole_5,3.0,1.0,
2129.0,RH,Limbic,7Networks_RH_Limbic_TempPole_5,3.0,1.0,
2129.0,RH,Limbic,7Networks_RH_Limbic_TempPole_5,3.0,1.0,
2129.0,RH,Limbic,7Networks_RH_Limbic_TempPole_5,3.0,1.0,
